1,"[[[-114.184709403244,51.11265821855],[-114.184432045504,51.112537242266],[-114.184410320914,51.112550985725],[-114.183880534488,51.112320750326],[-114.183565818569,51.112192000746],[-114.183191878085,51.112033964972],[-114.182824189955,51.111881797448],[-114.182491989133,51.111721356859],[-114.182284274349,51.11161034415],[-114.18204151242,51.111469710834],[-114.181786135094,51.111312825376],[-114.181611217577,51.111173775727],[-114.181478549139,51.111057808577],[-114.181377098398,51.110959763148],[-114.181227171958,51.110805292878],[-114.181062301289,51.11064162218],[-114.181053660156,51.110615736405],[-114.181031473809,51.110562489154],[-114.180991966734,51.110469516516],[-114.180953974652,51.11038778756],[-114.180919133629,51.110312058795],[-114.180887056904,51.110249351733],[-114.180856775491,51.11019655746],[-114.180820915563,51.110141434498],[-114.180778079428,51.110084443474],[-114.180731901263,51.110030999518],[-114.180673819676,51.109971919451],[-114.180586758899,51.109893538402],[-114.180507546598,51.109828234091],[-114.180423202724,51.109761634145],[-114.180340394212,51.109696856668],[-114.180267582656,51.109639498154],[-114.180184934725,51.109571834642],[-114.180121282624,51.109515819359],[-114.180060474894,51.109456743181],[-114.180006030637,51.109396173886],[-114.179953789764,51.109325613681],[-114.179915917226,51.109259247488],[-114.179882185903,51.109174428165],[-114.179862184581,51.109076534753],[-114.17986321176,51.108991652964],[-114.179873809762,51.108911215316],[-114.179888818969,51.108848813093],[-114.179916071514,51.108765661914],[-114.179947368022,51.10868689145],[-114.179988543006,51.108592544699],[-114.180500482593,51.107439130339],[-114.180590522456,51.107227851512],[-114.180618739191,51.107176486044],[-114.180638872596,51.107135884672],[-114.180646899218,51.107121578735],[-114.180653396711,51.107106969512],[-114.180662081329,51.10708929144],[-114.180672872682,51.10706990208],[-114.180682125706,51.107051512946],[-114.180692262698,51.10703277185],[-114.180700945324,51.107014590358],[-114.180710442483,51.106996560431],[-114.180719695863,51.106978270179],[-114.180728637852,51.106960690591],[-114.180737246914,51.106941960841],[-114.180746808841,51.106925899543],[-114.180756368167,51.106909173014],[-114.180764735015,51.106890587471],[-114.180773987791,51.106872153382],[-114.180781476335,51.106855376114],[-114.180790643209,51.106836888219],[-114.180799032452,51.10681672945],[-114.180806034487,51.106799701223],[-114.18081479158,51.106782328675],[-114.180823335318,51.106761513421],[-114.180833410582,51.106741621732],[-114.180843078886,51.106719905773],[-114.18085057338,51.106701006935],[-114.180859825313,51.106682375067],[-114.180868689479,51.106663177451],[-114.18087161785,51.106656125038],[-114.180878760561,51.106642224986],[-114.18088632783,51.106623685618],[-114.180893394783,51.106608670966],[-114.180899830868,51.106593001044],[-114.180906358694,51.106575227403],[-114.180912388204,51.106557832098],[-114.180920304187,51.106537179621],[-114.180927798621,51.106518280778],[-114.180934892449,51.106499184781],[-114.180942140397,51.106479333415],[-114.180949589125,51.106456047693],[-114.18095710423,51.106435135134],[-114.180965242018,51.106416442053],[-114.180971193742,51.106401078525],[-114.180976415591,51.106385302603],[-114.18098313081,51.106364337342],[-114.180987553806,51.106348769417],[-114.180993914072,51.106331984891],[-114.181001004895,51.106312133764],[-114.181005774791,51.106293985272],[-114.181012870133,51.106275293802],[-114.181017870072,51.106257549487],[-114.181023345409,51.106240874205],[-114.181029323566,51.106221321457],[-114.181035289966,51.106202415981],[-114.18104021635,51.106184123411],[-114.181044146799,51.106170417103],[-114.181049784071,51.106154991129],[-114.181056614772,51.106138017088],[-114.181060361341,51.106117451963],[-114.18106545351,51.106097738771],[-114.181071010378,51.106080011571],[-114.181076367349,51.106058634883],[-114.181082006899,51.106040143434],[-114.181087820327,51.106022298971],[-114.181091543829,51.106003145254],[-114.181097102994,51.105986011366],[-114.1811023534,51.105966603575],[-114.181106871708,51.105949866842],[-114.181112933501,51.105929810539],[-114.18111833382,51.105912227413],[-114.181123340476,51.105892568288],[-114.181128433015,51.105872962967],[-114.18113274528,51.105854662354],[-114.181139513062,51.105836223092],[-114.181141953109,51.105817511854],[-114.181146377968,51.105802447339],[-114.181150884705,51.105786411815],[-114.181155086091,51.105768974378],[-114.181156488619,51.10576247269],[-114.181173077948,51.105699519451],[-114.181196322679,51.105611321953],[-114.181218893229,51.105529669958],[-114.181238555025,51.105449119204],[-114.181261605431,51.105366064069],[-114.181283983861,51.105279162401],[-114.18130419596,51.105200633449],[-114.181314920699,51.105164397524],[-114.181326271311,51.105120249736],[-114.181342443838,51.105060371572],[-114.181357777132,51.105004980542],[-114.181368343473,51.104957480826],[-114.181372649906,51.104948682269],[-114.181378938724,51.104928319948],[-114.181385105246,51.104905899187],[-114.1813910803,51.104885636238],[-114.18139869476,51.104861037734],[-114.181406846473,51.104838721768],[-114.181413092662,51.10481477264],[-114.181420919286,51.104793311194],[-114.181428502525,51.10477168831],[-114.18143706552,51.104748661521],[-114.181445145378,51.104726237787],[-114.181453956624,51.104704621985],[-114.181461475679,51.104681201269],[-114.18147050303,51.104660079562],[-114.18147929284,51.104640288691],[-114.181489119656,51.104619129782],[-114.181497013396,51.104600239265],[-114.181507296293,51.104582513694],[-114.181517106955,51.104564528155],[-114.181525885582,51.104545537376],[-114.181536503826,51.104525941434],[-114.181546557629,51.10450806339],[-114.181555874238,51.104491543927],[-114.181568096698,51.104473222022],[-114.181579820337,51.10445514361],[-114.181591706777,51.104438530257],[-114.181605434412,51.104421716271],[-114.181619170399,51.104403392009],[-114.181629530941,51.104387284443],[-114.181641749177,51.104371542565],[-114.181660218891,51.104351466953],[-114.181672266677,51.104335959068],[-114.181690422228,51.104315883938],[-114.181705615017,51.104297665278],[-114.181720618958,51.10428226966],[-114.181737143467,51.104265019808],[-114.181754399322,51.104248568896],[-114.181771971486,51.104232674848],[-114.181788738874,51.104215469559],[-114.181807667151,51.104199483501],[-114.181848890149,51.104163020304],[-114.181939126902,51.104092374105],[-114.18207635638,51.104003864153],[-114.182181708623,51.103942804164],[-114.182369735579,51.103856480102],[-114.182543369186,51.10379200508],[-114.182744259079,51.103734409237],[-114.182945744749,51.103690413459],[-114.183139633962,51.103660929539],[-114.183298259932,51.103647286408],[-114.183432355078,51.103637295387],[-114.18358031671,51.103631381723],[-114.183683571308,51.103629017105],[-114.1837569889,51.103628065715],[-114.183810717099,51.103627369973],[-114.183918776942,51.103626921379],[-114.184042563269,51.103627877288],[-114.184179924113,51.103627678989],[-114.184323238193,51.103627228425],[-114.184461701388,51.103627756219],[-114.184629077058,51.10362777973],[-114.184773563918,51.103627812203],[-114.184950162781,51.103627613917],[-114.185137272391,51.103627812247],[-114.185324908335,51.103627515013],[-114.185474021553,51.103627557267],[-114.185626589883,51.103627512939],[-114.185893260899,51.103627754534],[-114.185961156348,51.103627745462],[-114.185962648192,51.103636570928],[-114.185962750703,51.10363720903],[-114.185974002268,51.10364430195],[-114.185979369539,51.103647475751],[-114.185990019132,51.103654003278],[-114.185977511944,51.103672047424],[-114.185946516704,51.103694391054],[-114.185940181043,51.103695416959],[-114.185579002289,51.103696143559],[-114.185257167139,51.103694694148],[-114.184935192591,51.1036940891],[-114.184522466655,51.103694615271],[-114.184248094895,51.103693339885],[-114.184021764717,51.10369401992],[-114.183788150617,51.103694261484],[-114.183757239897,51.103694975298],[-114.183600430745,51.103698673644],[-114.183475519984,51.103702276784],[-114.183297280415,51.103713721469],[-114.183119007048,51.103731090115],[-114.182926443271,51.104154363593],[-114.182642798571,51.105213922586],[-114.182559299154,51.105204470011],[-114.182472721962,51.105385261132],[-114.182590126391,51.105410644426],[-114.18256269393,51.106008274133],[-114.18259636143,51.106029122496],[-114.182576504213,51.106055906694],[-114.182562810435,51.106084973626],[-114.182551595719,51.106119879957],[-114.182544306569,51.106150833704],[-114.182537831773,51.106178271226],[-114.182525485143,51.106237595204],[-114.182509132823,51.10630592407],[-114.182487998079,51.106396338969],[-114.182463679251,51.106490471556],[-114.18243761627,51.106591367072],[-114.18243410802,51.10660703251],[-114.18242750398,51.106627062757],[-114.18242140924,51.106649510424],[-114.182415879799,51.106677719572],[-114.182407126414,51.106706760797],[-114.18239741368,51.1067387701],[-114.182388433849,51.106768333075],[-114.18237941572,51.106795423957],[-114.182367387698,51.106826942438],[-114.182353716013,51.106858085915],[-114.182341420747,51.106890647609],[-114.182327661782,51.106917763858],[-114.182309344547,51.106947745919],[-114.182293491565,51.106979800744],[-114.182275713133,51.107012451885],[-114.182257866319,51.107045876239],[-114.182239751308,51.107076469269],[-114.182233887609,51.107085081499],[-114.18221876799,51.107111193014],[-114.182201685771,51.107139348234],[-114.182187818208,51.107171570754],[-114.182172316971,51.107202330504],[-114.18215518001,51.107231106088],[-114.182137683418,51.107259216996],[-114.182121930035,51.107287603865],[-114.18210551283,51.107317861612],[-114.1820848804,51.107351083514],[-114.182069714499,51.107383631667],[-114.182052189342,51.107422674015],[-114.182035646809,51.107453767983],[-114.18201905001,51.107481958378],[-114.182002288277,51.10751542595],[-114.181986247238,51.107546968613],[-114.181968961639,51.107577955852],[-114.181955092376,51.107602546134],[-114.181937977234,51.107629676546],[-114.181922546231,51.107660220399],[-114.181906721911,51.107685155324],[-114.181895471445,51.107707539062],[-114.181894690283,51.107708619035],[-114.181885278238,51.107726424183],[-114.181879583148,51.107738011704],[-114.181873327937,51.107752422845],[-114.181867124628,51.107769144243],[-114.181859165481,51.107786021196],[-114.181851448699,51.107802798885],[-114.181842344328,51.107822599252],[-114.181833027331,51.107839163676],[-114.181821923149,51.107858814327],[-114.181813645437,51.107874577056],[-114.181804984167,51.107887211984],[-114.181801230125,51.107894903967],[-114.181743587574,51.10800205125],[-114.181711174448,51.108061010765],[-114.181657971938,51.108157057882],[-114.181601696463,51.108259753093],[-114.181593918699,51.108282877547],[-114.181593088995,51.108286151066],[-114.181580189947,51.108310631918],[-114.181567637426,51.108332442307],[-114.181555370833,51.108357982953],[-114.181542463768,51.10838407296],[-114.181527621879,51.108412026825],[-114.181514988786,51.108431509015],[-114.181468234744,51.108497008209],[-114.181414331018,51.108596580236],[-114.181371428158,51.108675602828],[-114.181362524351,51.108692013748],[-114.18131456484,51.108792619305],[-114.181276077506,51.108876120845],[-114.181244302828,51.108963531451],[-114.181221192985,51.109039152187],[-114.181196069816,51.109129456124],[-114.181181362398,51.109210178937],[-114.181171648824,51.109300764637],[-114.181174243504,51.109394612485],[-114.181186661685,51.109488067547],[-114.181212794697,51.109593862111],[-114.181242459562,51.109693484299],[-114.181277406326,51.109792576891],[-114.181313161782,51.109886625027],[-114.181350306762,51.109989031363],[-114.181390530813,51.110100916981],[-114.181430557724,51.110209818329],[-114.181463529978,51.110311395061],[-114.181508734412,51.110429502725],[-114.181538074687,51.110518877137],[-114.181550142749,51.110562799766],[-114.181564369639,51.110614620935],[-114.181608031741,51.110718014908],[-114.181663921938,51.110836843059],[-114.181731224505,51.110952426165],[-114.181803554966,51.111057249804],[-114.181902971605,51.111193450057],[-114.18202100084,51.111312415082],[-114.182181223156,51.111432887447],[-114.182346724243,51.111544550502],[-114.182534485303,51.111651252255],[-114.182714728552,51.111723651999],[-114.182891908174,51.111801261257],[-114.183085438594,51.111885622835],[-114.183258114406,51.111965216309],[-114.18342502272,51.112030776758],[-114.183573649398,51.112059795819],[-114.183757366516,51.112060244421],[-114.183790172294,51.112060624368],[-114.183884738765,51.112059450883],[-114.184109478086,51.112050664987],[-114.184233340292,51.112050676674],[-114.184261745436,51.112050560002],[-114.184311236802,51.112052190039],[-114.184334441041,51.112058626003],[-114.184352458381,51.112082312268],[-114.184354604755,51.112147969204],[-114.184354808337,51.112163242279],[-114.184361101737,51.112230259103],[-114.184374184164,51.112280670348],[-114.184387808446,51.112298565216],[-114.184434599003,51.112342774386],[-114.184527870857,51.112367816209],[-114.18458045319,51.112374493431],[-114.184695130424,51.112377368842],[-114.184811686009,51.112374955264],[-114.184870822622,51.112370654638],[-114.184892205768,51.112368031816],[-114.184892388762,51.112374522045],[-114.184892139159,51.112805863249],[-114.184628653573,51.112693594438],[-114.184709403244,51.11265821855]]]",OPEN,SILVER SPRINGS,PARTIAL POST & CABLE FENCE ONLY; NOT FENCED ALONG SILVER SPRINGS GA NW,37 SILVER SPRINGS DR NW
2,"[[[-113.923108061948,51.109209084862],[-113.923139150387,51.10924274002],[-113.923175068284,51.109284296635],[-113.923213179106,51.109333123697],[-113.923236538719,51.109355797409],[-113.923304688642,51.10942194291],[-113.923412422845,51.109514975332],[-113.923501707712,51.10958246772],[-113.923587435137,51.109642411815],[-113.923700011798,51.10971187721],[-113.923788988003,51.109760873902],[-113.923851071169,51.109791567201],[-113.923913675734,51.109821346561],[-113.923992109503,51.109857822666],[-113.924069339352,51.109889181037],[-113.924146572836,51.10991925564],[-113.924227634986,51.109946763435],[-113.924309974712,51.109973790156],[-113.924393083005,51.109998088063],[-113.924481039299,51.110021747183],[-113.924562370521,51.110041227176],[-113.924652120291,51.110060711638],[-113.924737282932,51.110076822866],[-113.924829079164,51.110091973708],[-113.924915014136,51.110103910517],[-113.925005795643,51.110115207612],[-113.925095818107,51.110123453968],[-113.925265157232,51.110135282999],[-113.925421237284,51.110145015937],[-113.92597131232,51.110178670256],[-113.927558357832,51.110277177433],[-113.929238296391,51.110384388019],[-113.929530129305,51.11039660856],[-113.929771565654,51.110406721512],[-113.930008329717,51.110416636992],[-113.930314919924,51.110429475701],[-113.930423164716,51.110434016993],[-113.930672892393,51.110444476421],[-113.931031581925,51.110459521415],[-113.931145841586,51.110464308306],[-113.931124048145,51.110735825524],[-113.929212652707,51.11072721102],[-113.92920894366,51.110728335175],[-113.929064072505,51.110780368374],[-113.928979256148,51.110779689417],[-113.9288298293,51.110778494642],[-113.928534694657,51.110775929697],[-113.928504275224,51.110775664787],[-113.928484587786,51.110775488238],[-113.928418369389,51.110774893961],[-113.928367371377,51.110776308265],[-113.928294638713,51.110780798958],[-113.928278061234,51.1107818226],[-113.928217747026,51.110785545955],[-113.928145021476,51.11079003566],[-113.928076033592,51.110794295687],[-113.928063903618,51.110795044254],[-113.92806145824,51.110795352892],[-113.928029761162,51.110799357148],[-113.927979203805,51.11080574282],[-113.927905238202,51.110815086015],[-113.927836561977,51.110827346865],[-113.927771372995,51.110840608577],[-113.927763298832,51.110842251389],[-113.927752480425,51.11084445256],[-113.927711842463,51.110852719482],[-113.927646563304,51.110870640395],[-113.927637936675,51.110873058662],[-113.92760462171,51.11088239535],[-113.927525283608,51.110908955517],[-113.927517637621,51.110911660253],[-113.927450314111,51.110935426647],[-113.927385456831,51.110958300963],[-113.927296592119,51.110986358125],[-113.927245230845,51.111000669139],[-113.927245220599,51.111000828249],[-113.927243159192,51.111001245883],[-113.927188412615,51.111012347266],[-113.927170854219,51.111015907912],[-113.92710017775,51.111026612777],[-113.927051532033,51.111033134085],[-113.927013833592,51.111038187906],[-113.927003527656,51.111039569472],[-113.926914016904,51.111048708158],[-113.926913718382,51.111048738536],[-113.926861169314,51.111052733037],[-113.926838332633,51.111054469033],[-113.926800019165,51.111057381969],[-113.926721106422,51.111060118432],[-113.926652447486,51.111061931746],[-113.926638552887,51.111062298797],[-113.926533495016,51.111049339911],[-113.926490697434,51.111044060374],[-113.926470877908,51.111039758959],[-113.926397126122,51.111023752369],[-113.92639525167,51.111023345757],[-113.926309355276,51.111004697505],[-113.926215795578,51.110984370484],[-113.926200601596,51.110981044621],[-113.92617859727,51.110975759212],[-113.926174637673,51.110975428591],[-113.926093984015,51.110957674362],[-113.926011579642,51.110940767591],[-113.92592057311,51.110925241515],[-113.925786475979,51.110902980863],[-113.925676872993,51.110884728823],[-113.925648915503,51.110880040038],[-113.925628082673,51.110877208541],[-113.925627154294,51.110876390793],[-113.925551805317,51.110863753765],[-113.925458949778,51.110848182103],[-113.925345580956,51.110829170424],[-113.925245838729,51.11081216844],[-113.925181966303,51.110801195299],[-113.92508889692,51.110789082416],[-113.924988302275,51.11077650706],[-113.924919086555,51.110771379902],[-113.924841174451,51.110768465755],[-113.924745208472,51.110765500385],[-113.924657951547,51.11076660476],[-113.924572872568,51.110771153505],[-113.924554565951,51.110772830847],[-113.924546625989,51.110773558379],[-113.92450846875,51.110777054092],[-113.924406844675,51.110788963532],[-113.924291679883,51.110803168161],[-113.924205248877,51.110815278741],[-113.924124337824,51.110827141128],[-113.924085761394,51.11083279664],[-113.923975130514,51.110852277219],[-113.923876640312,51.110869706072],[-113.923793308647,51.110884924282],[-113.923680866384,51.110905457886],[-113.923606588328,51.110919192289],[-113.923584551755,51.110923266376],[-113.92355962524,51.110927881543],[-113.923493254033,51.110940169218],[-113.92339440423,51.110957205481],[-113.923293964436,51.110973646403],[-113.923180081344,51.110992118156],[-113.923070194547,51.111009394109],[-113.923007296172,51.111019142423],[-113.922943797815,51.111028982901],[-113.922940592327,51.111029479713],[-113.922951460696,51.110968194663],[-113.922966738929,51.110882043597],[-113.922980088227,51.110806774106],[-113.922981710036,51.110797628223],[-113.922996735875,51.110712900043],[-113.923009976704,51.110636672181],[-113.923031888345,51.110510016384],[-113.923056972174,51.110368416504],[-113.923069668039,51.1102917307],[-113.923091214509,51.110159464214],[-113.923114722951,51.110034989428],[-113.923115375657,51.110031500081],[-113.923115435407,51.110030777354],[-113.923131708072,51.10994395628],[-113.923147106754,51.109857962573],[-113.923157711813,51.109780313487],[-113.923169253971,51.109685241306],[-113.923172958059,51.109590675483],[-113.923173159469,51.109590643252],[-113.923173105677,51.10958691162],[-113.923173095505,51.109586156484],[-113.923171966735,51.109507277992],[-113.923166995518,51.109423828442],[-113.923162142278,51.10934761113],[-113.923070469581,51.109218834567],[-113.923108061948,51.109209084862]]]",OPEN,TARADEL OFF LEASH AREA - LARGE AND SMALL DOGS,FULLY FENCED WITH FENCED AREA FOR SMALL DOGS,TARINGTON PA NE
3,"[[[-114.115453295191,51.144617978885],[-114.115346309326,51.144501364596],[-114.115352580565,51.144501442014],[-114.115346187017,51.144488415222],[-114.116102730359,51.144490995567],[-114.116574584118,51.144460571166],[-114.117079899297,51.144428011406],[-114.11749033488,51.144386351158],[-114.11780370697,51.144341687658],[-114.118119811281,51.144303313266],[-114.118507644267,51.14424087397],[-114.118832710245,51.144192826567],[-114.119265953088,51.144105947175],[-114.119562757812,51.144032425802],[-114.119944524385,51.143941909872],[-114.120519103029,51.143809754901],[-114.121059321014,51.143676997107],[-114.121405662731,51.143590835251],[-114.121735905578,51.143510050512],[-114.121990167349,51.143447055388],[-114.122361820587,51.143349500561],[-114.122499294444,51.143319327856],[-114.122674281781,51.143288554702],[-114.122849291748,51.143267471136],[-114.123081048136,51.143258214537],[-114.123335716931,51.143270867011],[-114.123519815579,51.143295297015],[-114.123620584901,51.143314839992],[-114.123763141157,51.143350409357],[-114.123931708257,51.143398622709],[-114.124105753512,51.143469772326],[-114.124167484716,51.143498938244],[-114.124309516631,51.143571969794],[-114.124427324729,51.143645741615],[-114.124535601123,51.143708394359],[-114.124619062697,51.143763617482],[-114.124958292226,51.143943447292],[-114.125139706609,51.144038311904],[-114.125465147698,51.144197062728],[-114.125599996653,51.144259537648],[-114.125996431485,51.144431885689],[-114.126010194064,51.14468069264],[-114.126010059985,51.144681313066],[-114.12601010144,51.144681316617],[-114.125993943389,51.144789915601],[-114.125758906096,51.144786155587],[-114.125287162045,51.144811768838],[-114.124710273741,51.144905780802],[-114.124193101189,51.14501135905],[-114.123768229672,51.145113205587],[-114.123423092437,51.145207238128],[-114.123047492374,51.145322117974],[-114.122805243774,51.14541308733],[-114.122794192991,51.145402129844],[-114.122560849415,51.145130754356],[-114.122544316982,51.145126447689],[-114.122499385676,51.145072952802],[-114.122455605281,51.145016885671],[-114.122406753688,51.144961641883],[-114.122363142689,51.144915508028],[-114.122328536292,51.144875118073],[-114.122298295585,51.144837276584],[-114.122271997414,51.144804105549],[-114.122250806565,51.144783739325],[-114.122229128689,51.144768353835],[-114.122213256503,51.144759650525],[-114.122205103643,51.144757097012],[-114.122197897814,51.144755980843],[-114.122197809834,51.144755135914],[-114.122193414191,51.144746627371],[-114.122187047477,51.144738552387],[-114.122180552333,51.144730549454],[-114.122173914039,51.144722456773],[-114.122106938944,51.144644542079],[-114.122026272971,51.144550379473],[-114.121972689548,51.14448880278],[-114.121855928801,51.144352948042],[-114.121759585384,51.144242134892],[-114.121643254503,51.144106234541],[-114.121605137136,51.14406171281],[-114.121597411871,51.144053225684],[-114.121587648001,51.144046655459],[-114.121576899743,51.144040733506],[-114.121565452614,51.144035342663],[-114.121553278432,51.144030635784],[-114.121539836659,51.144027575314],[-114.121555705436,51.143968740876],[-114.120933174741,51.144180655767],[-114.120700108753,51.144265625123],[-114.120484767572,51.14433967409],[-114.120204123936,51.14441026497],[-114.119846207846,51.144468825407],[-114.119449567799,51.144499463999],[-114.119050907487,51.144496624298],[-114.118584552029,51.144481543352],[-114.11813737132,51.14451227367],[-114.117533289845,51.144531925761],[-114.116323257029,51.144589245656],[-114.115913340101,51.144602892451],[-114.115514908741,51.144609022862],[-114.115453295191,51.144617978885]]]",OPEN,HIDDEN VALLEY,PARTIAL POST & CABLE FENCE ONLY; NOT FENCED ALONG SHAGANAPPI TR NW OR COUNTRY HILLS BV NW,HIDDEN VALLEY DR NW @ SHAGANAPPI TR NW
